Date,Country,Confirmed,Deaths,Lat,Long,Recovered,max,max,max,median,median,median,min,min,min,Currency/USD
,,covid-19,covid-19,covid-19,covid-19,covid-19,aqi,pm10,pm25,aqi,pm10,pm25,aqi,pm10,pm25,forex
2019-12-03,Philippines,,,,,,,,,,,,,,,50.878
2019-12-03,Singapore,,,,,,,,,,,,,,,1.3663
2019-12-03,Thailand,,,,,,,,,,,,,,,30.267
2019-12-04,Indonesia,,,,,,,,,,,,,,,14098.0
2019-12-04,Malaysia,,,,,,,,,,,,,,,4.173
2019-12-04,Philippines,,,,,,,,,,,,,,,51.078
2019-12-04,Singapore,,,,,,,,,,,,,,,1.3635
2019-12-04,Thailand,,,,,,,,,,,,,,,30.2429
2019-12-05,Indonesia,,,,,,,,,,,,,,,13994.9004
2019-12-05,Malaysia,,,,,,,,,,,,,,,4.1735
2019-12-05,Philippines,,,,,,,,,,,,,,,50.86
2019-12-05,Singapore,,,,,,,,,,,,,,,1.3623
2019-12-05,Thailand,,,,,,,,,,,,,,,30.28
2019-12-06,Indonesia,,,,,,,,,,,,,,,14058.0
2019-12-06,Malaysia,,,,,,,,,,,,,,,4.167
2019-12-06,Philippines,,,,,,,,,,,,,,,50.791
2019-12-06,Singapore,,,,,,,,,,,,,,,1.3605
2019-12-06,Thailand,,,,,,,,,,,,,,,30.36
2019-12-09,Indonesia,,,,,,,,,,,,,,,14022.4004
2019-12-09,Malaysia,,,,,,,,,,,,,,,4.158
2019-12-09,Philippines,,,,,,,,,,,,,,,50.733
2019-12-09,Singapore,,,,,,,,,,,,,,,1.3605
2019-12-09,Thailand,,,,,,,,,,,,,,,30.3253
2019-12-10,Indonesia,,,,,,,,,,,,,,,14004.5996
2019-12-10,Malaysia,,,,,,,,,,,,,,,4.159
2019-12-10,Philippines,,,,,,,,,,,,,,,50.82
2019-12-10,Singapore,,,,,,,,,,,,,,,1.3594
2019-12-10,Thailand,,,,,,,,,,,,,,,30.3044
2019-12-11,Indonesia,,,,,,,,,,,,,,,14021.0
2019-12-11,Malaysia,,,,,,,,,,,,,,,4.16
2019-12-11,Philippines,,,,,,,,,,,,,,,50.78
2019-12-11,Singapore,,,,,,,,,,,,,,,1.3583
2019-12-11,Thailand,,,,,,,,,,,,,,,30.2992
2019-12-12,Indonesia,,,,,,,,,,,,,,,13976.5996
2019-12-12,Malaysia,,,,,,,,,,,,,,,4.162
2019-12-12,Philippines,,,,,,,,,,,,,,,50.6445
2019-12-12,Singapore,,,,,,,,,,,,,,,1.3566
2019-12-12,Thailand,,,,,,,,,,,,,,,30.23
2019-12-13,Indonesia,,,,,,,,,,,,,,,13933.4004
2019-12-13,Malaysia,,,,,,,,,,,,,,,4.1576
2019-12-13,Philippines,,,,,,,,,,,,,,,50.428
2019-12-13,Singapore,,,,,,,,,,,,,,,1.3515
2019-12-13,Thailand,,,,,,,,,,,,,,,30.15
2019-12-16,Indonesia,,,,,,,,,,,,,,,13968.5
2019-12-16,Malaysia,,,,,,,,,,,,,,,4.132
2019-12-16,Philippines,,,,,,,,,,,,,,,50.515
2019-12-16,Singapore,,,,,,,,,,,,,,,1.3546
2019-12-16,Thailand,,,,,,,,,,,,,,,30.188
2019-12-17,Indonesia,,,,,,,,,,,,,,,14022.5
2019-12-17,Malaysia,,,,,,,,,,,,,,,4.14
2019-12-17,Philippines,,,,,,,,,,,,,,,50.548
2019-12-17,Singapore,,,,,,,,,,,,,,,1.3553
2019-12-17,Thailand,,,,,,,,,,,,,,,30.21
2019-12-18,Indonesia,,,,,,,,,,,,,,,14024.0
2019-12-18,Malaysia,,,,,,,,,,,,,,,4.139
2019-12-18,Philippines,,,,,,,,,,,,,,,50.558
2019-12-18,Singapore,,,,,,,,,,,,,,,1.3553
2019-12-18,Thailand,,,,,,,,,,,,,,,30.2223
2019-12-19,Indonesia,,,,,,,,,,,,,,,13966.9004
2019-12-19,Malaysia,,,,,,,,,,,,,,,4.137
2019-12-19,Philippines,,,,,,,,,,,,,,,50.5141
2019-12-19,Singapore,,,,,,,,,,,,,,,1.3548
2019-12-19,Thailand,,,,,,,,,,,,,,,30.213
2019-12-20,Indonesia,,,,,,,,,,,,,,,13978.2002
2019-12-20,Malaysia,,,,,,,,,,,,,,,4.139
2019-12-20,Philippines,,,,,,,,,,,,,,,50.62
2019-12-20,Singapore,,,,,,,,,,,,,,,1.3543
2019-12-20,Thailand,,,,,,,,,,,,,,,30.2
2019-12-23,Indonesia,,,,,,,,,,,,,,,13957.5996
2019-12-23,Malaysia,,,,,,,,,,,,,,,4.1375
2019-12-23,Philippines,,,,,,,,,,,,,,,50.758
2019-12-23,Singapore,,,,,,,,,,,,,,,1.3548
2019-12-23,Thailand,,,,,,,,,,,,,,,30.189
2019-12-24,Indonesia,,,,,,,,,,,,,,,13955.5996
2019-12-24,Malaysia,,,,,,,,,,,,,,,4.14
2019-12-24,Philippines,,,,,,,,,,,,,,,50.7622
2019-12-24,Singapore,,,,,,,,,,,,,,,1.3555
2019-12-24,Thailand,,,,,,,,,,,,,,,30.15
2019-12-25,Indonesia,,,,,,,,,,,,,,,13961.0
2019-12-25,Malaysia,,,,,,,,,,,,,,,4.134
2019-12-25,Philippines,,,,,,,,,,,,,,,50.81
2019-12-25,Singapore,,,,,,,,,,,,,,,1.355
2019-12-25,Thailand,,,,,,,,,,,,,,,30.15
2019-12-26,Indonesia,,,,,,,,,,,,,,,13991.0
2019-12-26,Malaysia,,,,,,,,,,,,,,,4.134
2019-12-26,Philippines,,,,,,,,,,,,,,,50.792
2019-12-26,Singapore,,,,,,,,,,,,,,,1.3547
2019-12-26,Thailand,,,,,,,,,,,,,,,30.155
2019-12-27,Indonesia,,,,,,,,,,,,,,,13977.5
2019-12-27,Malaysia,,,,,,,,,,,,,,,4.13
2019-12-27,Philippines,,,,,,,,,,,,,,,50.682
2019-12-27,Singapore,,,,,,,,,,,,,,,1.3534
2019-12-27,Thailand,,,,,,,,,,,,,,,30.16
2019-12-30,China,,,,,,361.75,136.32692307692307,202.73076923076923,59.75,58.59615384615385,118.26923076923077,17.75,25.365384615384617,51.40384615384615,
2019-12-30,Indonesia,,,,,,0.0,85.0,198.0,0.0,24.0,93.0,0.0,6.0,30.0,13953.7998
2019-12-30,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.61538461538461,0.0,0.0,26.76923076923077,0.0,0.0,4.125
2019-12-30,Philippines,,,,,,,,,,,,,,,50.62
2019-12-30,Singapore,,,,,,0.0,33.0,63.0,0.0,27.0,38.0,0.0,21.0,5.0,1.3521
2019-12-30,Thailand,,,,,,0.0,84.28571428571429,155.14285714285714,0.0,52.857142857142854,112.85714285714286,0.0,25.571428571428573,54.42857142857143,30.141
2019-12-31,China,,,,,,146.75,110.6470588235294,181.35294117647058,54.25,52.98039215686274,101.33333333333333,16.5,22.254901960784313,43.509803921568626,
2019-12-31,Indonesia,,,,,,0.0,75.0,165.0,0.0,41.0,97.0,0.0,19.0,50.0,13919.0
2019-12-31,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.61538461538461,0.0,0.0,26.76923076923077,0.0,0.0,4.107
2019-12-31,Philippines,,,,,,0.0,77.5,0.0,0.0,54.5,0.0,0.0,27.5,0.0,50.752
2019-12-31,Singapore,,,,,,0.0,26.0,61.0,0.0,21.0,34.0,0.0,17.0,5.0,1.3482
2019-12-31,Thailand,,,,,,0.0,82.0,154.57142857142858,0.0,48.142857142857146,94.85714285714286,0.0,19.428571428571427,37.714285714285715,29.97
2020-01-01,China,,,,,,166.5,108.05882352941177,188.3921568627451,80.5,59.431372549019606,121.41176470588235,47.25,33.627450980392155,67.33333333333333,
2020-01-01,Indonesia,,,,,,0.0,32.0,168.0,0.0,12.0,70.0,0.0,3.0,34.0,13690.4004
2020-01-01,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.61538461538461,0.0,0.0,26.76923076923077,0.0,0.0,4.088
2020-01-01,Philippines,,,,,,0.0,80.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,50.7
2020-01-01,Singapore,,,,,,0.0,26.0,63.0,0.0,23.0,34.0,0.0,18.0,9.0,1.3345
2020-01-01,Thailand,,,,,,0.0,77.42857142857143,153.14285714285714,0.0,39.285714285714285,76.85714285714286,0.0,14.857142857142858,32.285714285714285,29.68
2020-01-02,China,,,,,,280.75,145.42307692307693,205.30769230769232,124.0,69.96153846153847,139.21153846153845,74.75,35.34615384615385,82.82692307692308,
2020-01-02,Indonesia,,,,,,0.0,55.0,154.0,0.0,20.0,76.0,0.0,5.0,38.0,13689.2002
2020-01-02,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.61538461538461,0.0,0.0,26.76923076923077,0.0,0.0,4.088
2020-01-02,Philippines,,,,,,0.0,15.5,0.0,0.0,5.5,0.0,0.0,3.5,0.0,50.7
2020-01-02,Singapore,,,,,,0.0,34.0,70.0,0.0,24.0,38.0,0.0,19.0,9.0,1.3452
2020-01-02,Thailand,,,,,,0.0,67.85714285714286,137.14285714285714,0.0,38.857142857142854,76.14285714285714,0.0,15.214285714285714,19.957142857142856,30.06
2020-01-03,China,,,,,,292.0,155.8846153846154,238.69230769230768,168.25,76.26923076923077,146.8846153846154,81.75,37.82692307692308,87.15384615384616,
2020-01-03,Indonesia,,,,,,0.0,55.0,156.0,0.0,28.0,97.0,0.0,18.0,59.0,13884.7998
2020-01-03,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.61538461538461,0.0,0.0,26.76923076923077,0.0,0.0,4.085
2020-01-03,Philippines,,,,,,0.0,64.33333333333333,0.0,0.0,28.0,0.0,0.0,3.0,0.0,50.6036
2020-01-03,Singapore,,,,,,0.0,35.0,80.0,0.0,30.0,42.0,0.0,21.0,17.0,1.3469
2020-01-03,Thailand,,,,,,0.0,80.71428571428571,155.0,0.0,46.714285714285715,87.85714285714286,0.0,20.857142857142858,36.42857142857143,30.14
2020-01-04,China,,,,,,300.75,175.73076923076923,251.32692307692307,188.25,85.53846153846153,161.75,92.0,41.80769230769231,91.21153846153847,
2020-01-04,Indonesia,,,,,,0.0,43.0,152.0,0.0,27.0,85.0,0.0,17.0,55.0,
2020-01-04,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.61538461538461,0.0,0.0,26.76923076923077,0.0,0.0,
2020-01-04,Philippines,,,,,,0.0,65.0,0.0,0.0,24.0,0.0,0.0,2.3333333333333335,0.0,
2020-01-04,Singapore,,,,,,0.0,32.0,63.0,0.0,28.0,38.0,0.0,19.0,9.0,
2020-01-04,Thailand,,,,,,0.0,209.0,178.28571428571428,0.0,55.142857142857146,110.57142857142857,0.0,24.428571428571427,46.714285714285715,
2020-01-05,China,,,,,,274.25,146.03846153846155,233.57692307692307,171.0,70.23076923076923,142.71153846153845,71.25,28.942307692307693,68.98076923076923,
2020-01-05,Indonesia,,,,,,0.0,56.0,183.0,0.0,22.0,89.0,0.0,5.0,42.0,
2020-01-05,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.61538461538461,0.0,0.0,26.76923076923077,0.0,0.0,
2020-01-05,Philippines,,,,,,0.0,39.666666666666664,0.0,0.0,16.333333333333332,0.0,0.0,4.0,0.0,
2020-01-05,Singapore,,,,,,0.0,31.0,76.0,0.0,29.0,38.0,0.0,20.0,13.0,
2020-01-05,Thailand,,,,,,0.0,103.57142857142857,169.0,0.0,62.142857142857146,133.85714285714286,0.0,32.857142857142854,67.0,
2020-01-06,China,,,,,,0.0,132.80769230769232,209.80769230769232,0.0,54.67307692307692,117.82692307692308,0.0,21.923076923076923,52.94230769230769,
2020-01-06,Indonesia,,,,,,0.0,57.0,175.0,0.0,32.0,102.0,0.0,2.0,34.0,13934.2998
2020-01-06,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.61538461538461,0.0,0.0,26.76923076923077,0.0,0.0,4.1
2020-01-06,Philippines,,,,,,0.0,45.333333333333336,0.0,0.0,9.333333333333334,0.0,0.0,1.3333333333333333,0.0,51.067
2020-01-06,Singapore,,,,,,0.0,34.0,147.0,0.0,27.0,34.0,0.0,17.0,5.0,1.3498
2020-01-06,Thailand,,,,,,0.0,106.16666666666667,173.66666666666666,0.0,60.666666666666664,129.66666666666666,0.0,27.166666666666668,57.666666666666664,30.144
2020-01-07,China,,,,,,0.0,113.98076923076923,199.1153846153846,0.0,47.25,105.0,0.0,16.903846153846153,42.90384615384615,
2020-01-07,Indonesia,,,,,,0.0,57.0,158.0,0.0,32.0,93.0,0.0,6.0,42.0,13926.5
2020-01-07,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.61538461538461,0.0,0.0,26.76923076923077,0.0,0.0,4.1
2020-01-07,Philippines,,,,,,0.0,334.3333333333333,0.0,0.0,27.666666666666668,0.0,0.0,5.0,0.0,51.165
2020-01-07,Singapore,,,,,,0.0,26.0,57.0,0.0,17.0,25.0,0.0,10.0,9.0,1.3492
2020-01-07,Thailand,,,,,,0.0,109.83333333333333,183.5,0.0,61.5,138.83333333333334,0.0,31.166666666666668,51.5,30.14
2020-01-08,China,,,,,,0.0,125.21153846153847,204.48076923076923,0.0,53.32692307692308,116.13461538461539,0.0,21.98076923076923,53.32692307692308,
2020-01-08,Indonesia,,,,,,0.0,88.0,184.0,0.0,33.0,114.0,0.0,18.0,57.0,13867.2002
2020-01-08,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.69230769230769,0.0,0.0,26.76923076923077,0.0,0.0,4.0894
2020-01-08,Philippines,,,,,,0.0,66.66666666666667,0.0,0.0,18.666666666666668,0.0,0.0,3.6666666666666665,0.0,50.985
2020-01-08,Singapore,,,,,,0.0,25.0,59.0,0.0,19.0,30.0,0.0,11.0,13.0,1.3513
2020-01-08,Thailand,,,,,,0.0,127.83333333333333,186.33333333333334,0.0,65.16666666666667,145.5,0.0,30.333333333333332,50.666666666666664,30.29
2020-01-09,China,,,,,,0.0,144.6153846153846,223.48076923076923,0.0,60.44230769230769,125.53846153846153,0.0,25.903846153846153,61.13461538461539,
2020-01-09,Indonesia,,,,,,0.0,92.0,179.0,0.0,20.0,82.0,0.0,10.0,46.0,13886.9004
2020-01-09,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.69230769230769,0.0,0.0,26.76923076923077,0.0,0.0,4.099
2020-01-09,Philippines,,,,,,0.0,62.333333333333336,0.0,0.0,19.0,0.0,0.0,1.3333333333333333,0.0,50.4434
2020-01-09,Singapore,,,,,,0.0,30.0,61.0,0.0,25.0,42.0,0.0,17.0,13.0,1.3499
2020-01-09,Thailand,,,,,,0.0,125.83333333333333,180.0,0.0,66.33333333333333,150.66666666666666,0.0,31.0,72.16666666666667,30.34
2020-01-10,China,,,,,,0.0,128.75,214.25,0.0,62.53846153846154,128.3653846153846,0.0,27.096153846153847,63.67307692307692,
2020-01-10,Indonesia,,,,,,0.0,35.0,147.0,0.0,20.0,70.0,0.0,1.0,5.0,13827.5996
2020-01-10,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.61538461538461,0.0,0.0,26.76923076923077,0.0,0.0,4.088
2020-01-10,Philippines,,,,,,0.0,89.33333333333333,0.0,0.0,22.333333333333332,0.0,0.0,3.0,0.0,50.65
2020-01-10,Singapore,,,,,,0.0,32.0,87.0,0.0,29.0,42.0,0.0,18.0,9.0,1.3511
2020-01-10,Thailand,,,,,,0.0,129.16666666666666,204.33333333333334,0.0,70.0,147.16666666666666,0.0,28.333333333333332,49.666666666666664,30.26
2020-01-11,China,,,,,,140.0,135.15384615384616,218.69230769230768,104.0,63.78846153846154,128.71153846153845,83.0,25.73076923076923,58.73076923076923,
2020-01-11,Indonesia,,,,,,0.0,58.0,151.0,0.0,23.0,81.0,0.0,14.0,40.0,
2020-01-11,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.61538461538461,0.0,0.0,26.76923076923077,0.0,0.0,
2020-01-11,Philippines,,,,,,0.0,46.666666666666664,0.0,0.0,19.333333333333332,0.0,0.0,4.333333333333333,0.0,
2020-01-11,Singapore,,,,,,0.0,35.0,74.0,0.0,28.0,46.0,0.0,19.0,13.0,
2020-01-11,Thailand,,,,,,0.0,98.0,170.33333333333334,0.0,53.166666666666664,111.66666666666667,0.0,19.333333333333332,39.666666666666664,
2020-01-12,China,,,,,,311.0,132.13725490196077,213.09803921568627,183.0,67.72549019607843,134.66666666666666,152.0,28.901960784313726,64.58823529411765,
2020-01-12,Indonesia,,,,,,0.0,29.0,152.0,0.0,19.0,72.0,0.0,13.0,23.0,
2020-01-12,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.61538461538461,0.0,0.0,26.76923076923077,0.0,0.0,
2020-01-12,Philippines,,,,,,0.0,52.333333333333336,0.0,0.0,15.333333333333334,0.0,0.0,3.0,0.0,
2020-01-12,Singapore,,,,,,0.0,35.0,87.0,0.0,30.0,53.0,0.0,19.0,21.0,
2020-01-12,Thailand,,,,,,0.0,88.0,161.66666666666666,0.0,53.333333333333336,105.0,0.0,22.0,59.166666666666664,
2020-01-13,China,,,,,,0.0,139.19607843137254,241.54901960784315,0.0,70.96078431372548,139.86274509803923,0.0,36.372549019607845,78.76470588235294,
2020-01-13,Indonesia,,,,,,0.0,0.0,147.0,0.0,0.0,91.0,0.0,0.0,25.0,13522.4004
2020-01-13,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.61538461538461,0.0,0.0,26.76923076923077,0.0,0.0,4.0741
2020-01-13,Philippines,,,,,,0.0,48.333333333333336,0.0,0.0,18.666666666666668,0.0,0.0,5.0,0.0,50.3966
2020-01-13,Singapore,,,,,,0.0,37.0,78.0,0.0,33.0,53.0,0.0,20.0,13.0,1.3483
2020-01-13,Thailand,,,,,,0.0,98.0,179.16666666666666,0.0,61.5,123.16666666666667,0.0,30.166666666666668,55.0,30.212
2020-01-14,China,,,,,,0.0,144.6078431372549,233.58823529411765,0.0,76.52941176470588,152.5686274509804,0.0,38.07843137254902,86.37254901960785,
2020-01-14,Indonesia,,,,,,0.0,0.0,122.0,0.0,0.0,68.0,0.0,0.0,25.0,13665.2998
2020-01-14,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.84615384615385,0.0,0.0,26.76923076923077,0.0,0.0,4.058
2020-01-14,Philippines,,,,,,0.0,65.0,0.0,0.0,22.333333333333332,0.0,0.0,5.0,0.0,50.48
2020-01-14,Singapore,,,,,,0.0,33.0,65.0,0.0,29.0,42.0,0.0,19.0,13.0,1.3464
2020-01-14,Thailand,,,,,,0.0,90.16666666666667,164.5,0.0,55.5,114.66666666666667,0.0,31.5,56.333333333333336,30.2
2020-01-15,China,,,,,,289.0,140.3653846153846,225.82692307692307,229.0,66.61538461538461,141.90384615384616,176.0,31.307692307692307,76.26923076923077,
2020-01-15,Indonesia,,,,,,0.0,0.0,149.0,0.0,0.0,85.0,0.0,0.0,42.0,13668.0
2020-01-15,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.76923076923077,0.0,0.0,26.76923076923077,0.0,0.0,4.0715
2020-01-15,Philippines,,,,,,0.0,66.0,0.0,0.0,18.0,0.0,0.0,2.6666666666666665,0.0,50.55
2020-01-15,Singapore,,,,,,0.0,33.0,78.0,0.0,29.0,46.0,0.0,19.0,9.0,1.3478
2020-01-15,Thailand,,,,,,0.0,102.83333333333333,157.0,0.0,55.333333333333336,111.0,0.0,27.0,52.333333333333336,30.27
2020-01-16,China,,,,,,306.0,125.82692307692308,215.53846153846155,278.0,65.09615384615384,134.73076923076923,228.0,30.153846153846153,73.03846153846153,
2020-01-16,Indonesia,,,,,,0.0,81.0,179.0,0.0,28.0,109.0,0.0,9.0,12.0,13665.0996
2020-01-16,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.76923076923077,0.0,0.0,26.76923076923077,0.0,0.0,4.07
2020-01-16,Philippines,,,,,,0.0,93.66666666666667,0.0,0.0,20.0,0.0,0.0,1.6666666666666667,0.0,50.766
2020-01-16,Singapore,,,,,,0.0,44.0,119.0,0.0,32.0,65.0,0.0,21.0,17.0,1.3456
2020-01-16,Thailand,,,,,,0.0,236.0,173.16666666666666,0.0,54.0,115.16666666666667,0.0,25.666666666666668,48.166666666666664,30.276
2020-01-17,China,,,,,,282.5,139.69230769230768,225.53846153846155,213.0,67.32692307692308,138.98076923076923,181.0,30.53846153846154,75.6923076923077,
2020-01-17,Indonesia,,,,,,0.0,78.0,169.0,0.0,60.0,149.0,0.0,14.0,16.0,13623.0
2020-01-17,Malaysia,,,,,,50.76923076923077,0.0,0.0,38.76923076923077,0.0,0.0,26.76923076923077,0.0,0.0,4.062
2020-01-17,Philippines,,,,,,0.0,98.0,0.0,0.0,22.0,0.0,0.0,3.3333333333333335,0.0,50.84
2020-01-17,Singapore,,,,,,0.0,52.0,114.0,0.0,45.0,78.0,0.0,26.0,38.0,1.3466
2020-01-17,Thailand,,,,,,0.0,116.0,203.5,0.0,57.333333333333336,123.5,0.0,30.5,74.83333333333333,30.35
2020-01-18,China,,,,,,333.0,147.1153846153846,234.23076923076923,285.0,75.5,153.32692307692307,152.0,37.30769230769231,87.71153846153847,
2020-01-18,Indonesia,,,,,,0.0,50.0,160.0,0.0,26.0,95.0,0.0,7.0,29.0,
2020-01-18,Malaysia,,,,,,61.46153846153846,0.0,0.0,53.61538461538461,0.0,0.0,28.307692307692307,0.0,0.0,
2020-01-18,Philippines,,,,,,0.0,68.66666666666667,0.0,0.0,22.333333333333332,0.0,0.0,6.666666666666667,0.0,
2020-01-18,Singapore,,,,,,0.0,48.0,85.0,0.0,31.0,50.0,0.0,21.0,9.0,
2020-01-18,Thailand,,,,,,0.0,108.5,176.66666666666666,0.0,65.83333333333333,148.33333333333334,0.0,32.833333333333336,79.5,
2020-01-19,China,,,,,,181.0,131.8653846153846,216.32692307692307,75.0,64.3076923076923,132.48076923076923,48.0,31.634615384615383,69.32692307692308,
2020-01-19,Indonesia,,,,,,0.0,97.0,197.0,0.0,41.0,125.0,0.0,6.0,21.0,
2020-01-19,Philippines,,,,,,0.0,71.0,0.0,0.0,16.333333333333332,0.0,0.0,3.0,0.0,
2020-01-19,Singapore,,,,,,0.0,29.0,95.0,0.0,23.0,42.0,0.0,19.0,9.0,
2020-01-19,Thailand,,,,,,0.0,101.0,179.0,0.0,66.66666666666667,148.16666666666666,0.0,38.833333333333336,80.66666666666667,
2020-01-20,China,,,,,,173.0,117.34615384615384,197.30769230769232,76.0,60.80769230769231,127.57692307692308,53.0,33.05769230769231,71.61538461538461,
2020-01-20,Indonesia,,,,,,0.0,55.0,176.0,0.0,45.0,109.0,0.0,24.0,2.0,13457.0
2020-01-20,Malaysia,,,,,,,,,,,,,,,4.0526
2020-01-20,Philippines,,,,,,0.0,79.33333333333333,0.0,0.0,16.0,0.0,0.0,3.6666666666666665,0.0,50.82
2020-01-20,Singapore,,,,,,0.0,33.0,87.0,0.0,27.0,50.0,0.0,20.0,13.0,1.3474
2020-01-20,Thailand,,,,,,0.0,110.66666666666667,187.16666666666666,0.0,66.33333333333333,145.66666666666666,0.0,41.333333333333336,82.16666666666667,30.39
2020-01-21,China,,,,,,220.0,117.32692307692308,211.90384615384616,129.0,66.75,139.1153846153846,58.0,37.34615384615385,83.53846153846153,
2020-01-21,Indonesia,,,,,,0.0,48.0,169.0,0.0,14.0,73.0,0.0,8.0,11.0,13615.0
2020-01-21,Malaysia,,,,,,,,,,,,,,,4.057
2020-01-21,Philippines,,,,,,0.0,74.0,0.0,0.0,21.666666666666668,0.0,0.0,4.0,0.0,50.88
2020-01-21,Singapore,,,,,,0.0,31.0,99.0,0.0,22.0,34.0,0.0,13.0,5.0,1.3467
2020-01-21,Thailand,,,,,,0.0,113.66666666666667,172.83333333333334,0.0,62.0,131.5,0.0,33.5,64.5,30.33
2020-01-22,China,548.0,17.0,36.279707,102.773317,28.0,261.0,145.19607843137254,233.34615384615384,147.0,72.68627450980392,152.25,110.0,35.31372549019608,83.25,
2020-01-22,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,66.0,164.0,0.0,22.0,99.0,0.0,7.0,29.0,13651.0
2020-01-22,Malaysia,0.0,0.0,2.5,112.5,0.0,,,,,,,,,,4.0691
2020-01-22,Philippines,0.0,0.0,13.0,122.0,0.0,0.0,75.0,0.0,0.0,28.0,0.0,0.0,11.0,0.0,51.0
2020-01-22,Singapore,0.0,0.0,1.2833,103.8333,0.0,0.0,35.0,93.0,0.0,28.0,42.0,0.0,15.0,5.0,1.3499
2020-01-22,Thailand,2.0,0.0,15.0,101.0,0.0,0.0,93.83333333333333,163.66666666666666,0.0,56.333333333333336,109.83333333333333,0.0,26.5,53.166666666666664,30.39
2020-01-23,China,643.0,18.0,36.279707,102.773317,30.0,365.0,145.51923076923077,231.5,221.0,70.96153846153847,139.15384615384616,142.0,29.76923076923077,64.21153846153847,
2020-01-23,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,32.0,327.0,0.0,12.0,76.0,0.0,9.0,11.0,13626.4004
2020-01-23,Malaysia,0.0,0.0,2.5,112.5,0.0,,,,,,,,,,4.0626
2020-01-23,Philippines,0.0,0.0,13.0,122.0,0.0,,,,,,,,,,50.985
2020-01-23,Singapore,1.0,0.0,1.2833,103.8333,0.0,0.0,32.0,61.0,0.0,26.0,38.0,0.0,16.0,9.0,1.3482
2020-01-23,Thailand,3.0,0.0,15.0,101.0,0.0,0.0,100.16666666666667,163.83333333333334,0.0,52.333333333333336,105.83333333333333,0.0,26.333333333333332,52.833333333333336,30.376
2020-01-24,China,920.0,26.0,36.279707,102.773317,36.0,0.0,186.5,252.3653846153846,0.0,56.90384615384615,119.53846153846153,0.0,20.826923076923077,48.5,
2020-01-24,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,67.0,170.0,0.0,29.0,92.0,0.0,8.0,6.0,13609.2002
2020-01-24,Malaysia,0.0,0.0,2.5,112.5,0.0,,,,,,,,,,4.072
2020-01-24,Philippines,0.0,0.0,13.0,122.0,0.0,0.0,93.33333333333333,0.0,0.0,13.333333333333334,0.0,0.0,5.666666666666667,0.0,50.975
2020-01-24,Singapore,3.0,0.0,1.2833,103.8333,0.0,0.0,28.0,70.0,0.0,25.0,38.0,0.0,15.0,9.0,1.3508
2020-01-24,Thailand,5.0,0.0,15.0,101.0,0.0,0.0,89.66666666666667,211.5,0.0,43.85,86.33333333333333,0.0,20.0,40.5,30.5
2020-01-25,China,1406.0,42.0,36.279707,102.773317,39.0,0.0,191.51923076923077,266.78846153846155,0.0,58.36538461538461,125.4423076923077,0.0,24.134615384615383,57.13461538461539,
2020-01-25,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,47.0,196.0,0.0,16.0,72.0,0.0,5.0,2.0,
2020-01-25,Malaysia,3.0,0.0,2.5,112.5,0.0,,,,,,,,,,
2020-01-25,Philippines,0.0,0.0,13.0,122.0,0.0,0.0,40.0,0.0,0.0,12.666666666666666,0.0,0.0,2.0,0.0,
2020-01-25,Singapore,3.0,0.0,1.2833,103.8333,0.0,0.0,34.0,91.0,0.0,25.0,38.0,0.0,15.0,9.0,
2020-01-25,Thailand,7.0,0.0,15.0,101.0,0.0,0.0,95.83333333333333,155.33333333333334,0.0,45.5,85.83333333333333,0.0,21.5,40.333333333333336,
2020-01-26,China,2075.0,56.0,36.279707,102.773317,49.0,0.0,106.57692307692308,193.53846153846155,0.0,50.78846153846154,111.71153846153847,0.0,23.03846153846154,55.32692307692308,
2020-01-26,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,69.0,200.0,0.0,46.0,117.0,0.0,9.0,4.0,
2020-01-26,Malaysia,4.0,0.0,2.5,112.5,0.0,63.07692307692308,0.0,0.0,49.07692307692308,0.0,0.0,44.53846153846154,0.0,0.0,
2020-01-26,Philippines,0.0,0.0,13.0,122.0,0.0,0.0,65.66666666666667,0.0,0.0,17.0,0.0,0.0,2.0,0.0,
