Date,Country,Confirmed,Deaths,Lat,Long,Recovered,max,max,max,median,median,median,min,min,min,Currency/USD
,,covid-19,covid-19,covid-19,covid-19,covid-19,aqi,pm10,pm25,aqi,pm10,pm25,aqi,pm10,pm25,forex
2020-01-26,Singapore,4.0,0.0,1.2833,103.8333,0.0,0.0,36.0,97.0,0.0,26.0,42.0,0.0,13.0,9.0,
2020-01-26,Thailand,8.0,0.0,15.0,101.0,2.0,0.0,109.0,160.5,0.0,45.833333333333336,85.16666666666667,0.0,20.666666666666668,45.333333333333336,
2020-01-27,China,2877.0,82.0,36.279707,102.773317,58.0,0.0,102.65384615384616,191.15384615384616,0.0,49.34615384615385,116.88461538461539,0.0,21.0,52.26923076923077,
2020-01-27,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,65.0,168.0,0.0,16.0,72.0,0.0,5.0,5.0,13712.0
2020-01-27,Malaysia,4.0,0.0,2.5,112.5,0.0,56.92307692307692,0.0,0.0,50.84615384615385,0.0,0.0,44.23076923076923,0.0,0.0,4.063
2020-01-27,Philippines,0.0,0.0,13.0,122.0,0.0,0.0,67.33333333333333,0.0,0.0,29.666666666666668,0.0,0.0,1.3333333333333333,0.0,50.73
2020-01-27,Singapore,5.0,0.0,1.2833,103.8333,0.0,0.0,31.0,89.0,0.0,22.0,34.0,0.0,14.0,5.0,1.3544
2020-01-27,Thailand,8.0,0.0,15.0,101.0,2.0,0.0,116.5,176.0,0.0,47.333333333333336,89.66666666666667,0.0,20.333333333333332,35.166666666666664,30.633
2020-01-28,China,5509.0,131.0,36.279707,102.773317,101.0,0.0,106.42307692307692,200.71153846153845,0.0,57.84615384615385,133.42307692307693,0.0,28.846153846153847,76.98076923076923,
2020-01-28,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,141.0,209.0,0.0,40.0,118.0,0.0,10.0,12.0,13213.2002
2020-01-28,Malaysia,4.0,0.0,2.5,112.5,0.0,57.53846153846154,0.0,0.0,49.0,0.0,0.0,44.61538461538461,0.0,0.0,4.0645
2020-01-28,Philippines,0.0,0.0,13.0,122.0,0.0,0.0,79.0,0.0,0.0,35.333333333333336,0.0,0.0,3.0,0.0,50.848
2020-01-28,Singapore,7.0,0.0,1.2833,103.8333,0.0,0.0,31.0,68.0,0.0,21.0,38.0,0.0,14.0,9.0,1.3575
2020-01-28,Thailand,14.0,0.0,15.0,101.0,5.0,0.0,104.66666666666667,174.83333333333334,0.0,48.833333333333336,97.16666666666667,0.0,19.166666666666668,43.166666666666664,30.709
2020-01-29,China,6087.0,133.0,36.279707,102.773317,120.0,0.0,110.63461538461539,188.92307692307693,0.0,52.07692307692308,125.8076923076923,0.0,28.26923076923077,73.40384615384616,
2020-01-29,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,95.0,177.0,0.0,31.0,104.0,0.0,16.0,4.0,13634.0
2020-01-29,Malaysia,7.0,0.0,2.5,112.5,0.0,56.30769230769231,0.0,0.0,46.69230769230769,0.0,0.0,34.69230769230769,0.0,0.0,4.0835
2020-01-29,Philippines,0.0,0.0,13.0,122.0,0.0,0.0,76.33333333333333,0.0,0.0,34.0,0.0,0.0,7.666666666666667,0.0,50.713
2020-01-29,Singapore,7.0,0.0,1.2833,103.8333,0.0,0.0,27.0,59.0,0.0,21.0,30.0,0.0,13.0,9.0,1.3571
2020-01-29,Thailand,14.0,0.0,15.0,101.0,5.0,0.0,114.0,183.5,0.0,48.333333333333336,99.0,0.0,19.833333333333332,41.833333333333336,30.78
2020-01-30,China,8141.0,171.0,36.279707,102.773317,135.0,0.0,95.8076923076923,189.51923076923077,0.0,53.03846153846154,126.9423076923077,0.0,28.865384615384617,78.67307692307692,
2020-01-30,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,40.0,152.0,0.0,13.0,55.0,0.0,1.0,4.0,13614.0
2020-01-30,Malaysia,8.0,0.0,2.5,112.5,0.0,51.38461538461539,0.0,0.0,40.23076923076923,0.0,0.0,27.923076923076923,0.0,0.0,4.0781
2020-01-30,Philippines,1.0,0.0,13.0,122.0,0.0,0.0,69.33333333333333,0.0,0.0,30.333333333333332,0.0,0.0,4.333333333333333,0.0,50.83
2020-01-30,Singapore,10.0,0.0,1.2833,103.8333,0.0,0.0,22.0,82.0,0.0,14.0,25.0,0.0,10.0,9.0,1.3601
2020-01-30,Thailand,14.0,0.0,15.0,101.0,5.0,0.0,109.66666666666667,181.33333333333334,0.0,60.5,118.5,0.0,31.666666666666668,63.833333333333336,30.97
2020-01-31,China,9802.0,213.0,36.279707,102.773317,214.0,210.0,105.40384615384616,204.53846153846155,158.0,58.98076923076923,138.73076923076923,41.0,28.51923076923077,70.92307692307692,
2020-01-31,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,62.0,166.0,0.0,23.0,74.0,0.0,12.0,30.0,13643.2002
2020-01-31,Malaysia,8.0,0.0,2.5,112.5,0.0,52.07692307692308,0.0,0.0,41.61538461538461,0.0,0.0,31.0,0.0,0.0,4.084
2020-01-31,Philippines,1.0,0.0,13.0,122.0,0.0,0.0,84.0,0.0,0.0,36.0,0.0,0.0,8.333333333333334,0.0,50.8388
2020-01-31,Singapore,13.0,0.0,1.2833,103.8333,0.0,0.0,25.0,74.0,0.0,20.0,38.0,0.0,12.0,9.0,1.3623
2020-01-31,Thailand,19.0,0.0,15.0,101.0,5.0,0.0,105.85714285714286,179.28571428571428,0.0,61.42857142857143,130.28571428571428,0.0,37.57142857142857,75.57142857142857,31.12
2020-02-01,China,11891.0,259.0,36.279707,102.773317,275.0,206.0,107.90384615384616,206.48076923076923,66.25,55.15384615384615,128.3846153846154,24.75,24.73076923076923,62.90384615384615,
2020-02-01,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,76.0,159.0,0.0,14.0,63.0,0.0,3.0,13.0,
2020-02-01,Malaysia,8.0,0.0,2.5,112.5,0.0,53.69230769230769,0.0,0.0,46.92307692307692,0.0,0.0,37.07692307692308,0.0,0.0,
2020-02-01,Philippines,1.0,0.0,13.0,122.0,0.0,0.0,76.66666666666667,0.0,0.0,24.0,0.0,0.0,7.666666666666667,0.0,
2020-02-01,Singapore,16.0,0.0,1.2833,103.8333,0.0,0.0,30.0,61.0,0.0,24.0,38.0,0.0,14.0,9.0,
2020-02-01,Thailand,19.0,0.0,15.0,101.0,5.0,0.0,101.0,174.42857142857142,0.0,66.14285714285714,147.0,0.0,48.714285714285715,83.28571428571429,
2020-02-02,China,16630.0,361.0,36.279707,102.773317,463.0,163.75,84.4423076923077,173.69230769230768,73.5,45.57692307692308,108.82692307692308,31.25,21.846153846153847,54.34615384615385,
2020-02-02,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,64.0,163.0,0.0,21.0,89.0,0.0,6.0,13.0,
2020-02-02,Malaysia,8.0,0.0,2.5,112.5,0.0,57.15384615384615,0.0,0.0,52.07692307692308,0.0,0.0,42.23076923076923,0.0,0.0,
2020-02-02,Philippines,2.0,1.0,13.0,122.0,0.0,0.0,64.33333333333333,0.0,0.0,14.666666666666666,0.0,0.0,2.0,0.0,
2020-02-02,Singapore,18.0,0.0,1.2833,103.8333,0.0,0.0,42.0,114.0,0.0,30.0,55.0,0.0,16.0,13.0,
2020-02-02,Thailand,19.0,0.0,15.0,101.0,5.0,0.0,103.57142857142857,181.14285714285714,0.0,67.14285714285714,146.42857142857142,0.0,40.42857142857143,78.0,
2020-02-03,China,19716.0,425.0,36.279707,102.773317,614.0,183.75,87.1923076923077,201.53846153846155,70.0,46.5,112.07692307692308,28.75,19.0,48.61538461538461,
2020-02-03,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,70.0,162.0,0.0,17.0,71.0,0.0,7.0,13.0,13633.0996
2020-02-03,Malaysia,8.0,0.0,2.5,112.5,0.0,59.92307692307692,0.0,0.0,51.61538461538461,0.0,0.0,43.92307692307692,0.0,0.0,4.0936
2020-02-03,Philippines,2.0,1.0,13.0,122.0,0.0,0.0,94.33333333333333,0.0,0.0,26.666666666666668,0.0,0.0,4.666666666666667,0.0,50.763
2020-02-03,Singapore,18.0,0.0,1.2833,103.8333,0.0,0.0,45.0,93.0,0.0,34.0,55.0,0.0,20.0,13.0,1.3642
2020-02-03,Thailand,19.0,0.0,15.0,101.0,5.0,0.0,230.85714285714286,255.57142857142858,0.0,60.0,134.0,0.0,33.857142857142854,60.285714285714285,31.164
2020-02-04,China,23707.0,491.0,36.279707,102.773317,843.0,176.0,77.75,159.17307692307693,70.25,41.28846153846154,95.82692307692308,33.25,18.78846153846154,46.78846153846154,
2020-02-04,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,27.0,151.0,0.0,17.0,61.0,0.0,7.0,5.0,13735.5
2020-02-04,Malaysia,10.0,0.0,2.5,112.5,0.0,61.15384615384615,0.0,0.0,53.61538461538461,0.0,0.0,48.23076923076923,0.0,0.0,4.1135
2020-02-04,Philippines,2.0,1.0,13.0,122.0,0.0,0.0,80.33333333333333,0.0,0.0,30.666666666666668,0.0,0.0,8.666666666666666,0.0,50.86
2020-02-04,Singapore,24.0,0.0,1.2833,103.8333,0.0,0.0,39.0,89.0,0.0,31.0,57.0,0.0,20.0,13.0,1.3698
2020-02-04,Thailand,25.0,0.0,15.0,101.0,5.0,0.0,191.28571428571428,246.28571428571428,0.0,55.142857142857146,115.71428571428571,0.0,36.0,63.714285714285715,31.07
2020-02-05,China,27440.0,563.0,36.279707,102.773317,1115.0,133.0,78.73076923076923,154.96153846153845,46.75,40.11538461538461,95.07692307692308,20.0,17.557692307692307,43.98076923076923,
2020-02-05,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,75.0,182.0,0.0,31.0,99.0,0.0,18.0,50.0,13702.4004
2020-02-05,Malaysia,12.0,0.0,2.5,112.5,0.0,59.61538461538461,0.0,0.0,53.53846153846154,0.0,0.0,46.0,0.0,0.0,4.108
2020-02-05,Philippines,2.0,1.0,13.0,122.0,0.0,0.0,79.33333333333333,0.0,0.0,21.666666666666668,0.0,0.0,1.6666666666666667,0.0,50.75
2020-02-05,Singapore,28.0,0.0,1.2833,103.8333,0.0,0.0,38.0,76.0,0.0,31.0,50.0,0.0,21.0,17.0,1.371
2020-02-05,Thailand,25.0,0.0,15.0,101.0,5.0,0.0,91.42857142857143,173.0,0.0,50.714285714285715,100.71428571428571,0.0,26.428571428571427,56.0,30.99
2020-02-06,China,30587.0,633.0,36.279707,102.773317,1477.0,157.75,97.76923076923077,159.01923076923077,62.0,38.05769230769231,91.40384615384616,26.0,15.711538461538462,40.69230769230769,
2020-02-06,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,63.0,167.0,0.0,51.0,107.0,0.0,15.0,30.0,13668.2998
2020-02-06,Malaysia,12.0,0.0,2.5,112.5,0.0,58.61538461538461,0.0,0.0,47.84615384615385,0.0,0.0,39.61538461538461,0.0,0.0,4.1176
2020-02-06,Philippines,2.0,1.0,13.0,122.0,0.0,0.0,53.0,0.0,0.0,13.0,0.0,0.0,1.3333333333333333,0.0,50.755
2020-02-06,Singapore,28.0,0.0,1.2833,103.8333,0.0,0.0,38.0,82.0,0.0,28.0,42.0,0.0,18.0,13.0,1.3803
2020-02-06,Thailand,25.0,0.0,15.0,101.0,5.0,0.0,79.71428571428571,190.57142857142858,0.0,47.714285714285715,92.71428571428571,0.0,22.857142857142858,50.57142857142857,30.99
2020-02-07,China,34110.0,718.0,36.279707,102.773317,1999.0,224.75,85.42307692307692,162.67307692307693,110.5,42.94230769230769,103.17307692307692,60.25,19.096153846153847,50.88461538461539,
2020-02-07,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,64.0,162.0,0.0,33.0,85.0,0.0,6.0,8.0,13698.0
2020-02-07,Malaysia,12.0,0.0,2.5,112.5,1.0,60.30769230769231,0.0,0.0,51.07692307692308,0.0,0.0,41.38461538461539,0.0,0.0,4.12
2020-02-07,Philippines,3.0,1.0,13.0,122.0,0.0,0.0,68.33333333333333,0.0,0.0,16.666666666666668,0.0,0.0,1.3333333333333333,0.0,50.67
2020-02-07,Singapore,30.0,0.0,1.2833,103.8333,0.0,0.0,34.0,70.0,0.0,29.0,46.0,0.0,18.0,9.0,1.3861
2020-02-07,Thailand,25.0,0.0,15.0,101.0,5.0,0.0,88.42857142857143,159.0,0.0,48.142857142857146,93.85714285714286,0.0,25.571428571428573,46.714285714285715,31.16
2020-02-08,China,36814.0,805.0,36.279707,102.773317,2596.0,273.0,121.5,185.78846153846155,164.0,47.57692307692308,110.11538461538461,55.0,20.403846153846153,52.03846153846154,
2020-02-08,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,45.0,162.0,0.0,20.0,65.0,0.0,6.0,9.0,
2020-02-08,Malaysia,16.0,0.0,2.5,112.5,1.0,64.53846153846153,0.0,0.0,57.23076923076923,0.0,0.0,47.61538461538461,0.0,0.0,
2020-02-08,Philippines,3.0,1.0,13.0,122.0,0.0,0.0,47.666666666666664,0.0,0.0,12.333333333333334,0.0,0.0,1.3333333333333333,0.0,
2020-02-08,Singapore,33.0,0.0,1.2833,103.8333,2.0,0.0,40.0,85.0,0.0,33.0,50.0,0.0,21.0,9.0,
2020-02-08,Thailand,32.0,0.0,15.0,101.0,10.0,0.0,99.42857142857143,223.85714285714286,0.0,55.857142857142854,112.14285714285714,0.0,25.857142857142858,55.42857142857143,
2020-02-09,China,39829.0,905.0,36.279707,102.773317,3219.0,281.75,102.13725490196079,185.41176470588235,146.0,48.372549019607845,116.86274509803921,60.25,22.0,54.450980392156865,
2020-02-09,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,42.0,163.0,0.0,24.0,65.0,0.0,9.0,2.0,
2020-02-09,Malaysia,16.0,0.0,2.5,112.5,1.0,66.38461538461539,0.0,0.0,58.0,0.0,0.0,48.46153846153846,0.0,0.0,
2020-02-09,Philippines,3.0,1.0,13.0,122.0,0.0,0.0,58.333333333333336,0.0,0.0,11.666666666666666,0.0,0.0,3.6666666666666665,0.0,
2020-02-09,Singapore,40.0,0.0,1.2833,103.8333,2.0,0.0,36.0,78.0,0.0,27.0,34.0,0.0,16.0,9.0,
2020-02-09,Thailand,32.0,0.0,15.0,101.0,10.0,0.0,112.85714285714286,198.28571428571428,0.0,62.42857142857143,132.71428571428572,0.0,36.857142857142854,65.71428571428571,
2020-02-10,China,42354.0,1012.0,36.279707,102.773317,3918.0,250.75,95.34615384615384,176.3653846153846,139.25,48.40384615384615,113.1923076923077,73.25,21.807692307692307,60.46153846153846,
2020-02-10,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,48.0,172.0,0.0,30.0,82.0,0.0,17.0,18.0,13675.9004
2020-02-10,Malaysia,18.0,0.0,2.5,112.5,1.0,58.84615384615385,0.0,0.0,48.23076923076923,0.0,0.0,35.69230769230769,0.0,0.0,4.1391
2020-02-10,Philippines,3.0,1.0,13.0,122.0,0.0,0.0,57.666666666666664,0.0,0.0,10.333333333333334,0.0,0.0,1.6666666666666667,0.0,50.85
2020-02-10,Singapore,45.0,0.0,1.2833,103.8333,2.0,0.0,22.0,80.0,0.0,14.0,21.0,0.0,10.0,5.0,1.3913
2020-02-10,Thailand,32.0,0.0,15.0,101.0,10.0,0.0,116.28571428571429,195.28571428571428,0.0,59.57142857142857,113.0,0.0,35.142857142857146,61.142857142857146,31.358
2020-02-11,China,44386.0,1112.0,36.279707,102.773317,4636.0,255.25,84.5,172.8846153846154,154.0,49.67307692307692,118.6923076923077,81.75,24.115384615384617,65.32692307692308,
2020-02-11,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,82.0,166.0,0.0,45.0,127.0,0.0,17.0,38.0,13691.5996
2020-02-11,Malaysia,18.0,0.0,2.5,112.5,3.0,49.84615384615385,0.0,0.0,39.76923076923077,0.0,0.0,30.615384615384617,0.0,0.0,4.1451
2020-02-11,Philippines,3.0,1.0,13.0,122.0,0.0,0.0,97.33333333333333,0.0,0.0,20.666666666666668,0.0,0.0,4.333333333333333,0.0,50.8
2020-02-11,Singapore,47.0,0.0,1.2833,103.8333,9.0,0.0,23.0,70.0,0.0,18.0,30.0,0.0,14.0,9.0,1.3888
2020-02-11,Thailand,33.0,0.0,15.0,101.0,10.0,0.0,104.57142857142857,187.85714285714286,0.0,62.714285714285715,131.0,0.0,44.0,80.71428571428571,31.279
2020-02-12,China,44759.0,1117.0,36.279707,102.773317,5082.0,281.5,89.31372549019608,179.49019607843138,177.5,50.86274509803921,119.19607843137256,98.25,23.294117647058822,62.07843137254902,
2020-02-12,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,79.0,165.0,0.0,45.0,107.0,0.0,24.0,7.0,13657.5996
2020-02-12,Malaysia,18.0,0.0,2.5,112.5,3.0,50.30769230769231,0.0,0.0,38.76923076923077,0.0,0.0,30.076923076923077,0.0,0.0,4.1306
2020-02-12,Philippines,3.0,1.0,13.0,122.0,1.0,0.0,72.0,0.0,0.0,24.333333333333332,0.0,0.0,1.6666666666666667,0.0,50.523
2020-02-12,Singapore,50.0,0.0,1.2833,103.8333,15.0,0.0,28.0,70.0,0.0,19.0,38.0,0.0,14.0,9.0,1.386
2020-02-12,Thailand,33.0,0.0,15.0,101.0,10.0,0.0,213.42857142857142,179.14285714285714,0.0,53.57142857142857,113.28571428571429,0.0,18.857142857142858,26.142857142857142,31.19
2020-02-13,China,59895.0,1369.0,36.279707,102.773317,6217.0,265.0,123.43137254901961,177.07843137254903,171.25,49.05882352941177,112.6078431372549,75.5,18.627450980392158,47.627450980392155,
2020-02-13,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,71.0,157.0,0.0,29.0,91.0,0.0,6.0,20.0,13500.7002
2020-02-13,Malaysia,19.0,0.0,2.5,112.5,3.0,52.69230769230769,0.0,0.0,42.07692307692308,0.0,0.0,31.53846153846154,0.0,0.0,4.14
2020-02-13,Philippines,3.0,1.0,13.0,122.0,1.0,0.0,70.66666666666667,0.0,0.0,21.666666666666668,0.0,0.0,2.6666666666666665,0.0,50.65
2020-02-13,Singapore,58.0,0.0,1.2833,103.8333,15.0,0.0,36.0,76.0,0.0,27.0,42.0,0.0,15.0,13.0,1.3881
2020-02-13,Thailand,33.0,0.0,15.0,101.0,12.0,0.0,84.0,156.57142857142858,0.0,33.142857142857146,60.42857142857143,0.0,12.571428571428571,20.285714285714285,31.19
2020-02-14,China,66358.0,1521.0,36.279707,102.773317,7977.0,402.25,121.6078431372549,158.19607843137254,83.25,36.3921568627451,76.01960784313725,15.5,13.470588235294118,25.862745098039216,
2020-02-14,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,65.0,181.0,0.0,37.0,122.0,0.0,6.0,3.0,13695.4004
2020-02-14,Malaysia,19.0,0.0,2.5,112.5,3.0,55.46153846153846,0.0,0.0,45.84615384615385,0.0,0.0,36.38461538461539,0.0,0.0,4.1395
2020-02-14,Philippines,3.0,1.0,13.0,122.0,1.0,0.0,70.66666666666667,0.0,0.0,20.666666666666668,0.0,0.0,2.0,0.0,50.342
2020-02-14,Singapore,67.0,0.0,1.2833,103.8333,17.0,0.0,37.0,107.0,0.0,30.0,42.0,0.0,18.0,13.0,1.39
2020-02-14,Thailand,33.0,0.0,15.0,101.0,12.0,0.0,67.14285714285714,120.71428571428571,0.0,32.0,60.142857142857146,0.0,10.714285714285714,14.857142857142858,31.15
2020-02-15,China,68413.0,1663.0,36.279707,102.773317,9298.0,114.0,63.21568627450981,125.07843137254902,27.75,25.88235294117647,57.1764705882353,15.5,8.098039215686274,16.254901960784313,
2020-02-15,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,112.0,231.0,0.0,51.0,139.0,0.0,10.0,2.0,
2020-02-15,Malaysia,22.0,0.0,2.5,112.5,7.0,54.76923076923077,0.0,0.0,47.30769230769231,0.0,0.0,34.84615384615385,0.0,0.0,
2020-02-15,Philippines,3.0,1.0,13.0,122.0,1.0,0.0,82.0,0.0,0.0,17.666666666666668,0.0,0.0,6.0,0.0,
2020-02-15,Singapore,72.0,0.0,1.2833,103.8333,18.0,0.0,40.0,80.0,0.0,25.0,42.0,0.0,15.0,13.0,
2020-02-15,Thailand,33.0,0.0,15.0,101.0,12.0,0.0,122.71428571428571,183.71428571428572,0.0,39.285714285714285,77.71428571428571,0.0,16.142857142857142,33.285714285714285,
2020-02-16,China,70513.0,1766.0,36.279707,102.773317,10755.0,79.75,60.490196078431374,110.0,25.25,25.529411764705884,49.76470588235294,15.5,8.235294117647058,15.882352941176471,
2020-02-16,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,67.0,162.0,0.0,30.0,119.0,0.0,3.0,2.0,
2020-02-16,Malaysia,22.0,0.0,2.5,112.5,7.0,55.0,0.0,0.0,44.46153846153846,0.0,0.0,33.92307692307692,0.0,0.0,
2020-02-16,Philippines,3.0,1.0,13.0,122.0,1.0,0.0,79.66666666666667,0.0,0.0,25.0,0.0,0.0,5.666666666666667,0.0,
2020-02-16,Singapore,75.0,0.0,1.2833,103.8333,18.0,0.0,40.0,119.0,0.0,25.0,50.0,0.0,14.0,9.0,
2020-02-16,Thailand,34.0,0.0,15.0,101.0,14.0,0.0,111.85714285714286,184.57142857142858,0.0,40.285714285714285,88.71428571428571,0.0,19.142857142857142,37.285714285714285,
2020-02-17,China,72434.0,1864.0,36.279707,102.773317,12462.0,108.5,61.09803921568628,120.01960784313725,28.25,26.784313725490197,60.490196078431374,13.75,9.196078431372548,18.607843137254903,
2020-02-17,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,69.0,171.0,0.0,22.0,78.0,0.0,8.0,1.0,13681.2998
2020-02-17,Malaysia,22.0,0.0,2.5,112.5,7.0,56.76923076923077,0.0,0.0,48.23076923076923,0.0,0.0,38.76923076923077,0.0,0.0,4.139
2020-02-17,Philippines,3.0,1.0,13.0,122.0,1.0,0.0,60.0,0.0,0.0,15.666666666666666,0.0,0.0,1.6666666666666667,0.0,50.4171
2020-02-17,Singapore,77.0,0.0,1.2833,103.8333,24.0,0.0,40.0,142.0,0.0,24.0,30.0,0.0,12.0,9.0,1.3903
2020-02-17,Thailand,35.0,0.0,15.0,101.0,15.0,0.0,101.14285714285714,185.28571428571428,0.0,43.142857142857146,90.0,0.0,19.428571428571427,38.142857142857146,31.148
2020-02-18,China,74211.0,2003.0,36.279707,102.773317,14206.0,150.25,73.62745098039215,147.09803921568627,48.5,35.294117647058826,82.0,18.0,14.470588235294118,32.470588235294116,
2020-02-18,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,70.0,167.0,0.0,17.0,78.0,0.0,2.0,9.0,13649.2002
2020-02-18,Malaysia,22.0,0.0,2.5,112.5,13.0,54.76923076923077,0.0,0.0,42.53846153846154,0.0,0.0,30.307692307692307,0.0,0.0,4.1425
2020-02-18,Philippines,3.0,1.0,13.0,122.0,1.0,0.0,84.0,0.0,0.0,22.333333333333332,0.0,0.0,2.3333333333333335,0.0,50.541
2020-02-18,Singapore,81.0,0.0,1.2833,103.8333,29.0,0.0,26.0,76.0,0.0,19.0,25.0,0.0,11.0,5.0,1.3887
2020-02-18,Thailand,35.0,0.0,15.0,101.0,15.0,0.0,215.14285714285714,253.57142857142858,0.0,59.857142857142854,112.85714285714286,0.0,24.142857142857142,41.42857142857143,31.18
2020-02-19,China,74619.0,2116.0,36.279707,102.773317,15962.0,182.5,111.54901960784314,159.94117647058823,99.5,48.07843137254902,105.13725490196079,36.75,23.11764705882353,52.90196078431372,
2020-02-19,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,55.0,158.0,0.0,19.0,78.0,0.0,7.0,11.0,13768.0
2020-02-19,Malaysia,22.0,0.0,2.5,112.5,15.0,53.53846153846154,0.0,0.0,44.0,0.0,0.0,32.53846153846154,0.0,0.0,4.1525
2020-02-19,Philippines,3.0,1.0,13.0,122.0,1.0,0.0,81.0,0.0,0.0,24.333333333333332,0.0,0.0,6.0,0.0,50.66
2020-02-19,Singapore,84.0,0.0,1.2833,103.8333,34.0,0.0,38.0,82.0,0.0,24.0,46.0,0.0,14.0,13.0,1.3914
2020-02-19,Thailand,35.0,0.0,15.0,101.0,15.0,0.0,208.14285714285714,174.28571428571428,0.0,63.714285714285715,131.42857142857142,0.0,43.57142857142857,74.14285714285714,31.17
2020-02-20,China,75077.0,2238.0,36.279707,102.773317,18014.0,200.5,119.0,173.94117647058823,137.75,56.372549019607845,117.33333333333333,90.5,28.470588235294116,64.07843137254902,
2020-02-20,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,30.0,174.0,0.0,22.0,74.0,0.0,4.0,14.0,13762.0
2020-02-20,Malaysia,22.0,0.0,2.5,112.5,15.0,55.84615384615385,0.0,0.0,48.0,0.0,0.0,39.84615384615385,0.0,0.0,4.1605
2020-02-20,Philippines,3.0,1.0,13.0,122.0,1.0,0.0,70.0,0.0,0.0,27.0,0.0,0.0,2.0,0.0,50.57
2020-02-20,Singapore,84.0,0.0,1.2833,103.8333,34.0,0.0,36.0,80.0,0.0,27.0,42.0,0.0,18.0,9.0,1.3943
2020-02-20,Thailand,35.0,0.0,15.0,101.0,15.0,0.0,123.85714285714286,186.57142857142858,0.0,70.71428571428571,150.0,0.0,45.285714285714285,90.57142857142857,31.21
2020-02-21,China,75550.0,2238.0,36.279707,102.773317,18704.0,231.75,93.01960784313725,167.7450980392157,107.75,54.0,103.72549019607843,51.0,25.686274509803923,45.68627450980392,
2020-02-21,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,40.0,158.0,0.0,22.0,74.0,0.0,9.0,19.0,13703.5
2020-02-21,Malaysia,22.0,0.0,2.5,112.5,15.0,54.23076923076923,0.0,0.0,48.92307692307692,0.0,0.0,40.38461538461539,0.0,0.0,4.1781
2020-02-21,Philippines,3.0,1.0,13.0,122.0,1.0,0.0,65.0,0.0,0.0,20.0,0.0,0.0,2.6666666666666665,0.0,50.665
2020-02-21,Singapore,85.0,0.0,1.2833,103.8333,37.0,0.0,36.0,70.0,0.0,26.0,38.0,0.0,15.0,9.0,1.4015
2020-02-21,Thailand,35.0,0.0,15.0,101.0,17.0,0.0,105.85714285714286,191.0,0.0,67.28571428571429,148.0,0.0,42.714285714285715,70.14285714285714,31.47
2020-02-22,China,77001.0,2443.0,36.279707,102.773317,22699.0,88.5,86.7843137254902,160.31372549019608,39.0,49.588235294117645,95.82352941176471,20.5,25.705882352941178,44.90196078431372,
2020-02-22,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,53.0,183.0,0.0,21.0,72.0,0.0,2.0,8.0,
2020-02-22,Malaysia,22.0,0.0,2.5,112.5,15.0,53.0,0.0,0.0,43.23076923076923,0.0,0.0,34.46153846153846,0.0,0.0,
2020-02-22,Philippines,3.0,1.0,13.0,122.0,1.0,0.0,69.33333333333333,0.0,0.0,25.0,0.0,0.0,7.333333333333333,0.0,
2020-02-22,Singapore,85.0,0.0,1.2833,103.8333,37.0,0.0,38.0,151.0,0.0,29.0,42.0,0.0,16.0,13.0,
2020-02-22,Thailand,35.0,0.0,15.0,101.0,17.0,0.0,270.14285714285717,213.14285714285714,0.0,66.28571428571429,138.14285714285714,0.0,42.142857142857146,73.0,
2020-02-23,China,77022.0,2445.0,36.279707,102.773317,23187.0,165.75,92.6470588235294,162.31372549019608,65.0,58.372549019607845,112.56862745098039,39.75,31.764705882352942,55.549019607843135,
2020-02-23,Indonesia,0.0,0.0,-0.7893,113.9213,0.0,0.0,25.0,145.0,0.0,17.0,72.0,0.0,5.0,13.0,
2020-02-23,Malaysia,22.0,0.0,2.5,112.5,15.0,51.0,0.0,0.0,41.69230769230769,0.0,0.0,34.38461538461539,0.0,0.0,
